"annotation_id","annotator","comment","created_at","id","lead_time","rating","taxonomy","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки"
1669,"1","только через заявки решается вопрос, батареи стали горячие.","2025-05-13T08:16:08.117629Z",4209170,5.741,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-13T08:16:08.117649Z","","","","",""
1670,"1","большое спасибо! оперативно решили проблему","2025-05-13T08:16:13.385507Z",4209040,4.325,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:16:13.385526Z","","","","",""
1671,"1","шикарный сантехник. спасибо! через 10 мин после заявки пришел,сразу понял причину ,устранил свою зону ответственности-объяснил ,что мне надо сделать самой.","2025-05-13T08:16:21.683266Z",4209036,7.372,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:16:21.683286Z","","","","",""
1672,"1","спасибо","2025-05-13T08:16:25.834987Z",4209001,2.97,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:16:25.835004Z","","","","",""
1673,"1","сантехники отреагировали быстро, на данный момент все устранили","2025-05-13T08:16:30.246632Z",4208969,3.499,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:16:30.246648Z","","","","",""
1674,"1","!!!","2025-05-13T08:16:37.736315Z",4208769,6.472,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:16:37.736332Z","","","","",""
1675,"1","молодцы, быстро","2025-05-13T08:16:42.140493Z",4208759,3.404,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:16:42.140510Z","","","","",""
1676,"1","выражаю огромную благодарность за оперативность, понимание и возможность решить этот вопрос дистанционным путём!","2025-05-13T08:16:54.821994Z",4208733,11.119,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:16:54.822023Z","","","","",""
1677,"1","тамбурную дверь не правильно отрегулировали, дверь хлопает при закрывании.","2025-05-13T08:16:59.459266Z",4208729,3.422,5,"[{""taxonomy"":[[""Не понравилось качество""]]}]","2025-05-13T08:16:59.459280Z","","","","",""
1678,"1","спасибо","2025-05-13T08:17:02.874663Z",4208720,2.477,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:17:02.874680Z","","","","",""
1679,"1","какой гарантийный период у водопроводной системы, которая зашита внутри стен?","2025-05-13T08:17:12.176956Z",4208679,8.486,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:17:12.176970Z","","","","",""
1680,"1","спасибо за оперативность!)","2025-05-13T08:17:17.118440Z",4208649,2.93,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:17:17.118458Z","","","","",""
1681,"1","протечка была. на фото видел места мокрые. в момент прихода сантехника уже не капало. найти место течи вроде говорят удалось найти на тех этаже.","2025-05-13T08:17:34.547547Z",4208580,16.426,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:17:34.547562Z","","","","",""
1682,"1","быстро и результативно. спасибо","2025-05-13T08:17:39.241005Z",4208540,3.675,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:17:39.241021Z","","","","",""
1683,"1","по существу. оперативно. молодцы","2025-05-13T08:17:44.516611Z",4208432,3.988,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:17:44.516626Z","","","","",""
1684,"1","большое спасибо! какие вы молодцы!","2025-05-13T08:17:48.907598Z",4208370,3.534,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:17:48.907614Z","","","","",""
1685,"1","огромное спасибо за помощь 🙏","2025-05-13T08:17:52.840935Z",4208330,2.655,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:17:52.840954Z","","","","",""
1686,"1","больше спасибо! всё сделали быстро , оперативно.","2025-05-13T08:17:59.343612Z",4208316,5.012,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:17:59.343665Z","","","","",""
1687,"1","батареи были холодные,в течение часа решили вопрос","2025-05-13T08:18:05.303629Z",4208301,4.529,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:18:05.303645Z","","","","",""
1688,"1","у меня вопрос был кто зарегистрирован в квартире? почему в квитанции на оплату жкх стоит кол-во зарегистрированных 1? если я там больше не прописана с 2020г","2025-05-13T08:18:12.151720Z",4208267,5.929,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:18:12.151735Z","","","","",""
1689,"1","спасибо менеджеру алине за помощь в решении заявки","2025-05-13T08:18:17.571892Z",4208199,3.799,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-13T08:18:17.571911Z","","","","",""
1690,"1","спасибо!","2025-05-13T08:18:20.435029Z",4208127,1.948,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:20.435045Z","","","","",""
1691,"1","спасибо!","2025-05-13T08:18:23.766352Z",4208090,2.247,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:23.766369Z","","","","",""
1692,"1","спасибо. оперативно","2025-05-13T08:18:27.784172Z",4208089,3.028,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:18:27.784191Z","","","","",""
1693,"1","спасибо","2025-05-13T08:18:31.082322Z",4208077,2.291,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:31.082339Z","","","","",""
1694,"1","спасибо, все выполнено быстро","2025-05-13T08:18:34.656556Z",4208073,2.576,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:18:34.656573Z","","","","",""
1695,"1","спасибо","2025-05-13T08:18:38.186782Z",4208056,2.43,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:38.186798Z","","","","",""
1696,"1","все ок","2025-05-13T08:18:41.662270Z",4208001,2.211,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:41.662286Z","","","","",""
1697,"1","отлично,спасибо!!!","2025-05-13T08:18:51.481957Z",4207921,8.581,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:51.481981Z","","","","",""
1698,"1","отлично, молодцы!","2025-05-13T08:18:55.334934Z",4207851,2.874,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:18:55.334955Z","","","","",""
1699,"1","мария доброе утро!  абсолютно ничего на этаже не отмыто, химией не работали это видно на фото, так же отсутствует запах. прошлый раз когда администратор действительно отмывала был запах химии и плитка была хоть и в небольших белых пятнах но без разводов. сейчас же такое ощущение что снова помыли полы грязной тряпкой и водой! прошу всетаки разобраться в сложившейся ситуации.","2025-05-13T08:19:29.969341Z",4207819,8.317,5,"[{""taxonomy"":[[""Не удовлетворён""],[""Не понравилось качество""],[""Не понравился результат""]]}]","2025-05-13T08:19:29.969356Z","","","","",""
1700,"1","все прошло хорошо. вежливый молодой человек всё сделал и все объяснил. спасибо.","2025-05-13T08:19:36.413701Z",4207809,5.556,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-13T08:19:36.413716Z","","","","",""
1701,"1","оперативно устранили дефект!","2025-05-13T08:19:40.878549Z",4207774,2.832,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:19:40.878564Z","","","","",""
1702,"1","спасибо за оперативность","2025-05-13T08:19:44.829144Z",4207600,2.923,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:19:44.829161Z","","","","",""
1703,"1","супер!","2025-05-13T08:19:48.669366Z",4207468,2.852,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:19:48.669382Z","","","","",""
1704,"1","проблема не решена.! укажите эл. почту, я вам скину чек об оплате за декабрь.","2025-05-13T08:19:54.896515Z",4207439,5.034,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:19:54.896532Z","","","","",""
1705,"1","нет ответа","2025-05-13T08:19:59.599960Z",4207370,3.735,5,"[{""taxonomy"":[[""Не понравился результат""],[""Не понравилось качество""],[""Не удовлетворён""]]}]","2025-05-13T08:19:59.599976Z","","","","",""
1706,"1","спасибо, очень оперативно","2025-05-13T08:20:04.340810Z",4207285,3.906,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:20:04.340828Z","","","","",""
1707,"1","спасибо","2025-05-13T08:20:07.397273Z",4207231,2.279,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:20:07.397288Z","","","","",""
1708,"1","подскажите пожалуйста куда скинуть акт о выполнении поверки,чтоб в приложении отображалась информация,что поверка проведена?","2025-05-13T08:20:48.174657Z",4207229,26.619,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:20:48.174672Z","","","","",""
1709,"1","спасибо) интересно, а что с лифтами после этого?","2025-05-13T08:20:53.468058Z",4207205,3.632,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:20:53.468073Z","","","","",""
1710,"1","отличный представитель. все рассказал и подсказал👍🏼","2025-05-13T08:21:01.023279Z",4207142,6.526,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-13T08:21:01.023295Z","","","","",""
1711,"1","быстро","2025-05-13T08:21:05.053503Z",4207126,2.98,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:21:05.053519Z","","","","",""
1712,"1","включили лифт быстро, но как надоело это наблюдать почти каждый день!","2025-05-13T08:21:19.686385Z",4207006,8.915,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-13T08:21:19.686400Z","","","","",""
1713,"1","все отлично, спасибо большое 👍","2025-05-13T08:21:22.914633Z",4206882,2.338,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:21:22.914649Z","","","","",""
1714,"1","спасибо, все забрал!","2025-05-13T08:21:26.176359Z",4206862,2.402,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:21:26.176381Z","","","","",""
1715,"1","лифт работает,я довольна","2025-05-13T08:21:29.359274Z",4206420,2.291,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:21:29.359291Z","","","","",""
1716,"1","быстро перезвонили, вопрос решили","2025-05-13T08:21:33.750802Z",4206375,3.672,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:21:33.750821Z","","","","",""
1717,"1","по поводу уборки этажей, я знаю что убирают в среду, но проблема уборки 1 этажа. спасибо за  вашу работу","2025-05-13T08:21:40.863613Z",4206278,6.159,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:21:40.863628Z","","","","",""
1718,"1","спасибо, все починили!","2025-05-13T08:21:44.457321Z",4206272,2.639,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:21:44.457337Z","","","","",""
1719,"1","спасибо, все сделали, очень благодарны за оперативность!","2025-05-13T08:21:48.537104Z",4206264,3.247,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:21:48.537125Z","","","","",""
1720,"1","спасибо!","2025-05-13T08:21:54.385365Z",4206252,3.246,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:21:54.385383Z","","","","",""
1721,"1","великолепно! электрик пришел быстро. все сделал.","2025-05-13T08:22:02.832343Z",4206233,7.484,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:22:02.832359Z","","","","",""
1722,"1","спасибо","2025-05-13T08:22:06.192823Z",4206104,2.511,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:22:06.192843Z","","","","",""
1723,"1","4,5 из 5.. сама ходила перекрывала воду у соседей.. иначе бы уже накапало прилично мне.. и пыталась до них достучаться.. но в итоге открыли только сантехнику после звонка от ук","2025-05-13T08:22:14.316953Z",4205971,7.253,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-13T08:22:14.316972Z","","","","",""
1724,"1","спасибо за оперативность, ключи получила.","2025-05-13T08:22:19.670221Z",4205925,3.358,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:22:19.670236Z","","","","",""
1725,"1","спасибо за организованность","2025-05-13T08:22:26.097901Z",4205893,5.702,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-13T08:22:26.097920Z","","","","",""
1726,"1","отлично!","2025-05-13T08:22:29.271546Z",4205888,2.214,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:22:29.271563Z","","","","",""
1727,"1","очень оперативно!","2025-05-13T08:22:34.133409Z",4205844,3.974,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:22:34.133425Z","","","","",""
1728,"1","молодцы, оперативно всë починили.","2025-05-13T08:22:38.746003Z",4205767,2.799,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:22:38.746019Z","","","","",""
1729,"1","спасибо за организованность","2025-05-13T08:22:44.191140Z",4205755,4.51,5,"[{""taxonomy"":[[""Понравилось выполнение заявки""],[""Вопрос решен""]]}]","2025-05-13T08:22:44.191156Z","","","","",""
1730,"1","очень быстро и оперативно , спасибо","2025-05-13T08:22:48.702829Z",4205747,2.985,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:22:48.702847Z","","","","",""
1731,"1","всё быстро, качественно, вежливо","2025-05-13T08:22:58.656638Z",4205686,9.084,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]","2025-05-13T08:22:58.656655Z","","","","",""
1732,"1","мастер пришел очень оперативно. спасибо!","2025-05-13T08:23:06.606734Z",4205657,5.429,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:23:06.606755Z","","","","",""
1733,"1","в приложении по-прежнему другой человек,  тоже сергей александров, но не тот","2025-05-13T08:23:13.830198Z",4205652,6.224,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:23:13.830213Z","","","","",""
1734,"1","спасибо большое юрию! оперативно позвонил, проконсультировал, решили проблему 👍🏽 спасибо","2025-05-13T08:23:20.246564Z",4205610,5.351,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество работы сотрудников""],[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-13T08:23:20.246582Z","","","","",""
1735,"1","отлично, быстро, надёжно!","2025-05-13T08:23:24.481190Z",4205558,3.36,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:23:24.481213Z","","","","",""
1736,"1","спасибо!","2025-05-13T08:23:28.416974Z",4205533,2.934,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:23:28.416992Z","","","","",""
1737,"1","быстрое реагирование","2025-05-13T08:23:34.232709Z",4205497,3.214,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:23:34.232724Z","","","","",""
1738,"1","оперативно!","2025-05-13T08:23:40.718517Z",4205481,4.249,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:23:40.718534Z","","","","",""
1739,"1","слишком часто ломаются лифты","2025-05-13T08:23:45.019119Z",4205457,3.398,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-13T08:23:45.019135Z","","","","",""
1740,"1","очень оперативно","2025-05-13T08:23:49.840490Z",4205452,3.954,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:23:49.840506Z","","","","",""
1741,"1","благодарю","2025-05-13T08:23:53.117974Z",4205409,2.431,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:23:53.117989Z","","","","",""
1742,"1","оперативно. ещё бы настроили его, чтоб не хлопала дверь.","2025-05-13T08:23:57.082313Z",4205393,3.09,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится скорость отработки заявок""]]}]","2025-05-13T08:23:57.082334Z","","","","",""
1743,"1","проблема не устранена!!!!","2025-05-13T08:24:07.547304Z",4205356,6.617,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:24:07.547320Z","","","","",""
1744,"1","нет даты заключения договора","2025-05-13T08:24:15.275421Z",4205339,5.942,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:24:15.275436Z","","","","",""
1745,"1","спасибо, теперь снова чисто","2025-05-13T08:24:19.990718Z",4205335,3.545,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:24:19.990734Z","","","","",""
1746,"1","спасибо большое","2025-05-13T08:24:23.298127Z",4205334,2.393,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:24:23.298143Z","","","","",""
1747,"1","огромное спасибо!!!","2025-05-13T08:24:26.421600Z",4205232,2.205,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:24:26.421618Z","","","","",""
1748,"1","долго","2025-05-13T08:24:32.497590Z",4205196,4.965,5,"[{""taxonomy"":[[""Вопрос решен""],[""Не понравилось качество""]]}]","2025-05-13T08:24:32.497619Z","","","","",""
1749,"1","мне замена счётчика не нужно , пломбировкп счётчика первичка нужна","2025-05-13T08:24:54.978484Z",4204883,21.011,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:24:54.978499Z","","","","",""
1750,"1","благодарю за оперативность по устранению протечки","2025-05-13T08:25:00.071402Z",4204812,3.053,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:25:00.071419Z","","","","",""
1751,"1","супер","2025-05-13T08:25:03.380476Z",4204797,2.329,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:25:03.380491Z","","","","",""
1752,"1","почему нельзя сразу так ответить?","2025-05-13T08:25:08.958508Z",4204733,4.432,5,"[{""taxonomy"":[[""Не понравилось качество""],[""Вопрос решен""]]}]","2025-05-13T08:25:08.958524Z","","","","",""
1753,"1","оперативно  .спасибо","2025-05-13T08:25:12.770944Z",4204705,2.948,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:25:12.770961Z","","","","",""
1754,"1","большое спасибо!","2025-05-13T08:25:17.064978Z",4204655,3.381,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:25:17.065000Z","","","","",""
1755,"1","спасибо огромное","2025-05-13T08:25:20.928705Z",4204633,2.558,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:25:20.928725Z","","","","",""
1756,"1","прекрасный специалист, спасибо!","2025-05-13T08:25:24.572362Z",4204564,2.788,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:25:24.572378Z","","","","",""
1757,"1","спасибо","2025-05-13T08:25:28.615856Z",4204563,2.143,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:25:28.615872Z","","","","",""
1758,"1","спасибо большое) 👌","2025-05-13T08:25:31.814862Z",4204471,2.122,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:25:31.814878Z","","","","",""
1759,"1","оперативно ответили","2025-05-13T08:25:35.534075Z",4204456,2.444,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:25:35.534091Z","","","","",""
1760,"1","информация дана","2025-05-13T08:25:40.338875Z",4204445,3.841,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:25:40.338892Z","","","","",""
1761,"1","на мою просьбу быстро отреагировали, позвонили и быстро решили проблему","2025-05-13T08:25:46.763879Z",4204413,5.08,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:25:46.763896Z","","","","",""
1762,"1","огромное спасибо! наконец-то решили проблему! девушка ""вела"" меня пошагово, терпеливо объясняя","2025-05-13T08:25:53.480878Z",4204394,5.79,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""]]}]","2025-05-13T08:25:53.480893Z","","","","",""
1763,"1","спасибо за оперативное устранение аварии!","2025-05-13T08:25:57.846836Z",4204381,3.308,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:25:57.846852Z","","","","",""
1764,"1","спасибо менеджеру алине","2025-05-13T08:26:02.493372Z",4204294,3.811,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:26:02.493387Z","","","","",""
1765,"1","отлично. спасибо большое. четко и быстро.","2025-05-13T08:26:08.916616Z",4204166,5.402,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:26:08.916631Z","","","","",""
1766,"1","мастер, замечательный пришел и сдалал","2025-05-13T08:26:16.338989Z",4204123,6.538,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество работы сотрудников""],[""Понравилось выполнение заявки""]]}]","2025-05-13T08:26:16.339004Z","","","","",""
1767,"1","управляющий железняков так и не сделал мне перерасчет","2025-05-13T08:26:21.816460Z",4204074,3.679,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:26:21.816476Z","","","","",""
1768,"1","все прекрасно!","2025-05-13T08:26:25.611839Z",4204057,2.384,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:26:25.611859Z","","","","",""
1769,"1","было выполнено все быстро, качественно и профессионально, спасибо!","2025-05-13T08:26:30.200481Z",4204054,3.742,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Нравится качество выполнения заявки""],[""Вопрос решен""]]}]","2025-05-13T08:26:30.200496Z","","","","",""
1770,"1","большое спасибо!!!","2025-05-13T08:26:33.692040Z",4204032,2.433,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:26:33.692056Z","","","","",""
1771,"1","спасибо большое, двери открываются","2025-05-13T08:26:37.270883Z",4204004,2.726,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:26:37.270899Z","","","","",""
1772,"1","спасибо!","2025-05-13T08:26:40.852513Z",4203987,2.588,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:26:40.852530Z","","","","",""
1773,"1","быстро, оперативно. спасибо!","2025-05-13T08:26:45.370894Z",4203985,3.561,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:26:45.370909Z","","","","",""
1774,"1","спасибо 🤝","2025-05-13T08:26:49.114960Z",4203930,2.869,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:26:49.114976Z","","","","",""
1775,"1","пришел с вопросом, девушка все рассказала, показала как сделать, вопрос решился за 5 минут. спасибо","2025-05-13T08:26:54.273925Z",4203883,4.091,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:26:54.273941Z","","","","",""
1776,"1","спасибо сантехнику сергею за работы по устранению неполадки в системе гвс.","2025-05-13T08:27:00.467341Z",4203848,4.388,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:27:00.467355Z","","","","",""
1777,"1","мастер своего дела","2025-05-13T08:27:05.147747Z",4203791,3.029,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:27:05.147762Z","","","","",""
1778,"1","прошу убрать демонтированное окно из подъезда. три месяца стоит.","2025-05-13T08:27:10.595632Z",4203767,4.465,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:27:10.595648Z","","","","",""
1779,"1","все отлично! спасибо ук и лично борису","2025-05-13T08:27:14.811726Z",4203698,3.265,5,"[{""taxonomy"":[[""Нравится качество работы сотрудников""],[""Вопрос решен""]]}]","2025-05-13T08:27:14.811740Z","","","","",""
1780,"1","поверка проведена","2025-05-13T08:27:19.829476Z",4203660,3.17,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:27:19.829493Z","","","","",""
1781,"1","супер!","2025-05-13T08:27:23.498200Z",4203548,2.803,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:27:23.498216Z","","","","",""
1782,"1","спасибо, очень быстро!","2025-05-13T08:27:27.564082Z",4203451,3.184,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:27:27.564099Z","","","","",""
1783,"1","спасибо, два дня у магазина ничего нет, стеллажей и мусора","2025-05-13T08:27:38.168347Z",4203344,9.068,5,"[{""taxonomy"":[[""Не удовлетворён""]]}]","2025-05-13T08:27:38.168364Z","","","","",""
1784,"1","спасибо","2025-05-13T08:27:41.117758Z",4203343,2.028,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:27:41.117773Z","","","","",""
1785,"1","спасибо за оперативное решение вопроса!","2025-05-13T08:27:45.537276Z",4203338,3.475,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:27:45.537295Z","","","","",""
1786,"1","спасибо огромное! и за почищенный снег тоже!!!","2025-05-13T08:27:50.749667Z",4203334,3.199,5,"[{""taxonomy"":[[""Вопрос решен""],[""Нравится качество выполнения заявки""]]}]","2025-05-13T08:27:50.749685Z","","","","",""
1787,"1","теперь всё в порядке. повторное начисление убрали. спасибо!","2025-05-13T08:27:56.504487Z",4203276,4.353,5,"[{""taxonomy"":[[""Вопрос решен""],[""Понравилось выполнение заявки""]]}]","2025-05-13T08:27:56.504503Z","","","","",""
1788,"1","быстро","2025-05-13T08:28:01.317929Z",4203250,2.993,5,"[{""taxonomy"":[[""Нравится скорость отработки заявок""],[""Вопрос решен""]]}]","2025-05-13T08:28:01.317945Z","","","","",""
1789,"1","спасибо","2025-05-13T08:28:04.634377Z",4203243,2.337,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:28:04.634393Z","","","","",""
1790,"1","хотя бы с третьего раза пришли и поменяли личинку, благодарю","2025-05-13T08:28:09.426146Z",4203203,2.895,5,"[{""taxonomy"":[[""Вопрос решен""]]}]","2025-05-13T08:28:09.426160Z","","","","",""
